,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3949,C6_S54_L004_contig_847,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3951,C6_S54_L004_contig_858,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3954,C6_S54_L004_contig_887,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3958,C6_S54_L004_contig_910,Unassigned,Unassigned,Unassigned,,Overlap (VC_2848/VC_3022),,,,,,,,,,
3960,C6_S54_L004_contig_915,Unassigned,Unassigned,Unassigned,,Overlap (VC_415/VC_422),,,,,,,,,,
3961,C6_S54_L004_contig_922,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3962,C6_S54_L004_contig_923,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3965,C6_S54_L004_contig_936,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3973,C6_S54_L004_contig_999,Unassigned,Unassigned,Unassigned,,Overlap (VC_579/VC_718),,,,,,,,,,
3974,C7_S55_L004_contig_1000,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3976,C7_S55_L004_contig_1044,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3977,C7_S55_L004_contig_1045,Unassigned,Unassigned,Unassigned,,Overlap (VC_2061/VC_2064),,,,,,,,,,
3979,C7_S55_L004_contig_1050,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3980,C7_S55_L004_contig_1058,Unassigned,Unassigned,Unassigned,,Overlap (VC_1294/VC_1295),,,,,,,,,,
3984,C7_S55_L004_contig_1074,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3988,C7_S55_L004_contig_1102,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3989,C7_S55_L004_contig_1109,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3990,C7_S55_L004_contig_111,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3993,C7_S55_L004_contig_1144,Unassigned,Unassigned,Unassigned,,Overlap (VC_709/VC_2553),,,,,,,,,,
3994,C7_S55_L004_contig_1157,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3995,C7_S55_L004_contig_1158,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3996,C7_S55_L004_contig_1169,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4003,C7_S55_L004_contig_1230,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4004,C7_S55_L004_contig_1236,Unassigned,Unassigned,Unassigned,,Overlap (VC_1017/VC_1867),,,,,,,,,,
4005,C7_S55_L004_contig_1239,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4006,C7_S55_L004_contig_1244,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4007,C7_S55_L004_contig_1249,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4008,C7_S55_L004_contig_1265,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4009,C7_S55_L004_contig_1272,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4011,C7_S55_L004_contig_1280,Unassigned,Unassigned,Unassigned,,Overlap (VC_2043/VC_2434),,,,,,,,,,
4013,C7_S55_L004_contig_1286,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4018,C7_S55_L004_contig_1341,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4023,C7_S55_L004_contig_138,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4030,C7_S55_L004_contig_1484,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4033,C7_S55_L004_contig_1514,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4034,C7_S55_L004_contig_1515,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4035,C7_S55_L004_contig_1516,Unassigned,Unassigned,Unassigned,,Overlap (VC_115/VC_1650),,,,,,,,,,
4036,C7_S55_L004_contig_153,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4037,C7_S55_L004_contig_1535,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4039,C7_S55_L004_contig_1568,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4040,C7_S55_L004_contig_1580,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4043,C7_S55_L004_contig_1601,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4050,C7_S55_L004_contig_1659,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4052,C7_S55_L004_contig_1663,Unassigned,Unassigned,Unassigned,,Overlap (VC_41/VC_42),,,,,,,,,,
4054,C7_S55_L004_contig_1685,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4055,C7_S55_L004_contig_1692,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4057,C7_S55_L004_contig_170,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4058,C7_S55_L004_contig_1717,Unassigned,Unassigned,Unassigned,,Overlap (VC_947/VC_950),,,,,,,,,,
4062,C7_S55_L004_contig_1740,Unassigned,Unassigned,Unassigned,,Overlap (VC_2843/VC_3324),,,,,,,,,,
4063,C7_S55_L004_contig_1749,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4068,C7_S55_L004_contig_1777,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4069,C7_S55_L004_contig_1782,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4070,C7_S55_L004_contig_1783,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4072,C7_S55_L004_contig_1792,Unassigned,Unassigned,Unassigned,,Overlap (VC_1962/VC_1964),,,,,,,,,,
4075,C7_S55_L004_contig_1818,Unassigned,Unassigned,Unassigned,,Overlap (VC_1185/VC_2291),,,,,,,,,,
4076,C7_S55_L004_contig_1837,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4089,C7_S55_L004_contig_1937,Unassigned,Unassigned,Unassigned,,Overlap (VC_2396/VC_3225),,,,,,,,,,
4090,C7_S55_L004_contig_194,Unassigned,Unassigned,Unassigned,,Overlap (VC_1962/VC_1964/VC_3149),,,,,,,,,,
4091,C7_S55_L004_contig_1940,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4092,C7_S55_L004_contig_1943,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4097,C7_S55_L004_contig_1962,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4101,C7_S55_L004_contig_2020,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4103,C7_S55_L004_contig_2026,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4104,C7_S55_L004_contig_2033,Unassigned,Unassigned,Unassigned,,Overlap (VC_801/VC_820/VC_2079),,,,,,,,,,
4106,C7_S55_L004_contig_2046,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4112,C7_S55_L004_contig_2077,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4116,C7_S55_L004_contig_2112,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4117,C7_S55_L004_contig_2135,Unassigned,Unassigned,Unassigned,,Overlap (VC_570/VC_572),,,,,,,,,,
4119,C7_S55_L004_contig_2159,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4123,C7_S55_L004_contig_2209,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4126,C7_S55_L004_contig_2233,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4127,C7_S55_L004_contig_2243,Unassigned,Unassigned,Unassigned,,Overlap (VC_733/VC_806),,,,,,,,,,
4128,C7_S55_L004_contig_225,Unassigned,Unassigned,Unassigned,,Overlap (VC_551/VC_2003),,,,,,,,,,
4129,C7_S55_L004_contig_2251,Unassigned,Unassigned,Unassigned,,Overlap (VC_218/VC_3340),,,,,,,,,,
4130,C7_S55_L004_contig_2270,Unassigned,Unassigned,Unassigned,,Overlap (VC_595/VC_1363),,,,,,,,,,
4131,C7_S55_L004_contig_2279,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4132,C7_S55_L004_contig_2284,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4133,C7_S55_L004_contig_2288,Unassigned,Unassigned,Unassigned,,Overlap (VC_3285/VC_3287),,,,,,,,,,
4134,C7_S55_L004_contig_229,Unassigned,Unassigned,Unassigned,,Overlap (VC_760/VC_770),,,,,,,,,,
4137,C7_S55_L004_contig_2316,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4138,C7_S55_L004_contig_232,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4141,C7_S55_L004_contig_2339,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4144,C7_S55_L004_contig_2354,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4146,C7_S55_L004_contig_2363,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4149,C7_S55_L004_contig_2373,Unassigned,Unassigned,Unassigned,,Overlap (VC_622/VC_626),,,,,,,,,,
4150,C7_S55_L004_contig_238,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4153,C7_S55_L004_contig_2399,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4155,C7_S55_L004_contig_2401,Unassigned,Unassigned,Unassigned,,Overlap (VC_1278/VC_2804),,,,,,,,,,
4156,C7_S55_L004_contig_2406,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4158,C7_S55_L004_contig_2412,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4159,C7_S55_L004_contig_2420,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4161,C7_S55_L004_contig_2427,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4163,C7_S55_L004_contig_2441,Unassigned,Unassigned,Unassigned,,Overlap (VC_1231/VC_1384),,,,,,,,,,
4164,C7_S55_L004_contig_2443,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4167,C7_S55_L004_contig_2479,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4168,C7_S55_L004_contig_2482,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4169,C7_S55_L004_contig_2494,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4171,C7_S55_L004_contig_2530,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4174,C7_S55_L004_contig_2573,Unassigned,Unassigned,Unassigned,,Overlap (VC_537/VC_542),,,,,,,,,,
4179,C7_S55_L004_contig_2609,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4183,C7_S55_L004_contig_2666,Unassigned,Unassigned,Unassigned,,Overlap (VC_1177/VC_1232/VC_2074),,,,,,,,,,
4185,C7_S55_L004_contig_2687,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4187,C7_S55_L004_contig_2698,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4192,C7_S55_L004_contig_2769,Unassigned,Unassigned,Unassigned,,Overlap (VC_152/VC_154),,,,,,,,,,
4194,C7_S55_L004_contig_2774,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4197,C7_S55_L004_contig_2804,Unassigned,Unassigned,Unassigned,,Overlap (VC_718/VC_1159),,,,,,,,,,
4198,C7_S55_L004_contig_2827,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4201,C7_S55_L004_contig_2838,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4206,C7_S55_L004_contig_2866,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4207,C7_S55_L004_contig_2868,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4209,C7_S55_L004_contig_2886,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4214,C7_S55_L004_contig_2903,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4215,C7_S55_L004_contig_2904,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4218,C7_S55_L004_contig_291,Unassigned,Unassigned,Unassigned,,Overlap (VC_1955/VC_3346),,,,,,,,,,
4220,C7_S55_L004_contig_2935,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4221,C7_S55_L004_contig_2939,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4224,C7_S55_L004_contig_2958,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4225,C7_S55_L004_contig_2980,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4228,C7_S55_L004_contig_3007,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4231,C7_S55_L004_contig_3083,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4232,C7_S55_L004_contig_3092_fragment_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_308/VC_658),,,,,,,,,,
4233,C7_S55_L004_contig_3094,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4236,C7_S55_L004_contig_3116,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4238,C7_S55_L004_contig_313,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4239,C7_S55_L004_contig_3132,Unassigned,Unassigned,Unassigned,,Overlap (VC_308/VC_659),,,,,,,,,,
4240,C7_S55_L004_contig_3135,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4241,C7_S55_L004_contig_3168,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4242,C7_S55_L004_contig_3174,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4250,C7_S55_L004_contig_3222,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4255,C7_S55_L004_contig_3262,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4257,C7_S55_L004_contig_3268,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4262,C7_S55_L004_contig_3298,Unassigned,Unassigned,Unassigned,,Overlap (VC_2535/VC_2866),,,,,,,,,,
4264,C7_S55_L004_contig_3306,Unassigned,Unassigned,Unassigned,,Overlap (VC_886/VC_3352),,,,,,,,,,
4265,C7_S55_L004_contig_3321,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4268,C7_S55_L004_contig_3341,Unassigned,Unassigned,Unassigned,,Overlap (VC_786/VC_795/VC_797/VC_3778),,,,,,,,,,
4276,C7_S55_L004_contig_3412,Unassigned,Unassigned,Unassigned,,Overlap (VC_2572/VC_3078),,,,,,,,,,
4278,C7_S55_L004_contig_3435,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4281,C7_S55_L004_contig_346,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4283,C7_S55_L004_contig_349,Unassigned,Unassigned,Unassigned,,Overlap (VC_1310/VC_1759),,,,,,,,,,
4284,C7_S55_L004_contig_3493,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4286,C7_S55_L004_contig_3512,Unassigned,Unassigned,Unassigned,,Overlap (VC_743/VC_806),,,,,,,,,,
4291,C7_S55_L004_contig_370,Unassigned,Unassigned,Unassigned,,Overlap (VC_1704/VC_1775),,,,,,,,,,
4292,C7_S55_L004_contig_377,Unassigned,Unassigned,Unassigned,,Overlap (VC_631/VC_632),,,,,,,,,,
4294,C7_S55_L004_contig_384,Unassigned,Unassigned,Unassigned,,Overlap (VC_1212/VC_1214),,,,,,,,,,
4295,C7_S55_L004_contig_386,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4296,C7_S55_L004_contig_393,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4297,C7_S55_L004_contig_397,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4299,C7_S55_L004_contig_444,Unassigned,Unassigned,Unassigned,,Overlap (VC_1040/VC_1268),,,,,,,,,,
4300,C7_S55_L004_contig_469,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4304,C7_S55_L004_contig_506,Unassigned,Unassigned,Unassigned,,Overlap (VC_414/VC_422),,,,,,,,,,
4305,C7_S55_L004_contig_514,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4306,C7_S55_L004_contig_516,Unassigned,Unassigned,Unassigned,,Overlap (VC_495/VC_935),,,,,,,,,,
4309,C7_S55_L004_contig_531,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4310,C7_S55_L004_contig_54,Unassigned,Unassigned,Unassigned,,Overlap (VC_579/VC_718),,,,,,,,,,
4314,C7_S55_L004_contig_590,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4315,C7_S55_L004_contig_591,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4319,C7_S55_L004_contig_611,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4322,C7_S55_L004_contig_646,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4325,C7_S55_L004_contig_677,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4327,C7_S55_L004_contig_69,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4329,C7_S55_L004_contig_721,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4330,C7_S55_L004_contig_726,Unassigned,Unassigned,Unassigned,,Overlap (VC_613/VC_723/VC_2974),,,,,,,,,,
4331,C7_S55_L004_contig_739,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4333,C7_S55_L004_contig_752,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4335,C7_S55_L004_contig_817,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4336,C7_S55_L004_contig_836,Unassigned,Unassigned,Unassigned,,Overlap (VC_750/VC_1126),,,,,,,,,,
4337,C7_S55_L004_contig_838,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4338,C7_S55_L004_contig_871,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4339,C7_S55_L004_contig_876,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4341,C7_S55_L004_contig_904,Unassigned,Unassigned,Unassigned,,Overlap (VC_3346/VC_3388),,,,,,,,,,
4342,C7_S55_L004_contig_914,Unassigned,Unassigned,Unassigned,,Overlap (VC_2894/VC_2895),,,,,,,,,,
4343,C7_S55_L004_contig_92,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4345,C7_S55_L004_contig_949,Unassigned,Unassigned,Unassigned,,Overlap (VC_414/VC_415/VC_422),,,,,,,,,,
4347,C7_S55_L004_contig_955,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4348,C7_S55_L004_contig_96,Unassigned,Unassigned,Unassigned,,Overlap (VC_1281/VC_1282),,,,,,,,,,
4350,C7_S55_L004_contig_969,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4353,C8_S56_L004_contig_1021,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4355,C8_S56_L004_contig_1028,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4356,C8_S56_L004_contig_1032,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4357,C8_S56_L004_contig_1035,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4358,C8_S56_L004_contig_1046,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4359,C8_S56_L004_contig_1051,Unassigned,Unassigned,Unassigned,,Overlap (VC_1001/VC_1002/VC_1004),,,,,,,,,,
4363,C8_S56_L004_contig_1116,Unassigned,Unassigned,Unassigned,,Overlap (VC_620/VC_1253),,,,,,,,,,
4367,C8_S56_L004_contig_1135,Unassigned,Unassigned,Unassigned,,Overlap (VC_1162/VC_1493),,,,,,,,,,
4368,C8_S56_L004_contig_1137,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4369,C8_S56_L004_contig_1143,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4370,C8_S56_L004_contig_1161,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4373,C8_S56_L004_contig_1185,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4374,C8_S56_L004_contig_1187,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4375,C8_S56_L004_contig_1212_fragment_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_622/VC_623/VC_3918),,,,,,,,,,
4376,C8_S56_L004_contig_1219,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4380,C8_S56_L004_contig_1239,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4382,C8_S56_L004_contig_1265,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4383,C8_S56_L004_contig_1277,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4384,C8_S56_L004_contig_1286,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4386,C8_S56_L004_contig_1319,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4393,C8_S56_L004_contig_1378,Unassigned,Unassigned,Unassigned,,Overlap (VC_415/VC_422),,,,,,,,,,
4394,C8_S56_L004_contig_1386,Unassigned,Unassigned,Unassigned,,Overlap (VC_1864/VC_2737),,,,,,,,,,
4395,C8_S56_L004_contig_1402,Unassigned,Unassigned,Unassigned,,Overlap (VC_267/VC_2713),,,,,,,,,,
4396,C8_S56_L004_contig_1421,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4402,C8_S56_L004_contig_1487,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4408,C8_S56_L004_contig_1535,Unassigned,Unassigned,Unassigned,,Overlap (VC_1946/VC_1957),,,,,,,,,,
4409,C8_S56_L004_contig_1538,Unassigned,Unassigned,Unassigned,,Overlap (VC_440/VC_446),,,,,,,,,,
4411,C8_S56_L004_contig_1566,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4412,C8_S56_L004_contig_1580,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4414,C8_S56_L004_contig_1599,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4416,C8_S56_L004_contig_1605,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4417,C8_S56_L004_contig_162,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4420,C8_S56_L004_contig_1629,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4421,C8_S56_L004_contig_1646,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4424,C8_S56_L004_contig_1658,Unassigned,Unassigned,Unassigned,,Overlap (VC_978/VC_1292),,,,,,,,,,
4425,C8_S56_L004_contig_1663,Unassigned,Unassigned,Unassigned,,Overlap (VC_551/VC_2003),,,,,,,,,,
4427,C8_S56_L004_contig_1691,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4429,C8_S56_L004_contig_1699,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4433,C8_S56_L004_contig_1731,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4436,C8_S56_L004_contig_1741,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4439,C8_S56_L004_contig_1756,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4441,C8_S56_L004_contig_1761,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4442,C8_S56_L004_contig_1766,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4450,C8_S56_L004_contig_1838,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4453,C8_S56_L004_contig_1872,Unassigned,Unassigned,Unassigned,,Overlap (VC_1017/VC_1867),,,,,,,,,,
4455,C8_S56_L004_contig_1898,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4456,C8_S56_L004_contig_1905,Unassigned,Unassigned,Unassigned,,Overlap (VC_2064/VC_2166),,,,,,,,,,
4458,C8_S56_L004_contig_1926,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4459,C8_S56_L004_contig_1929,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4461,C8_S56_L004_contig_1952,Unassigned,Unassigned,Unassigned,,Overlap (VC_1177/VC_1232),,,,,,,,,,
4462,C8_S56_L004_contig_1955,Unassigned,Unassigned,Unassigned,,Overlap (VC_3401/VC_3402),,,,,,,,,,
4465,C8_S56_L004_contig_1997,Unassigned,Unassigned,Unassigned,,Overlap (VC_226/VC_239),,,,,,,,,,
4467,C8_S56_L004_contig_2007,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4471,C8_S56_L004_contig_2050,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4473,C8_S56_L004_contig_2091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4475,C8_S56_L004_contig_2122,Unassigned,Unassigned,Unassigned,,Overlap (VC_1177/VC_1232),,,,,,,,,,
4476,C8_S56_L004_contig_2172,Unassigned,Unassigned,Unassigned,,Overlap (VC_1159/VC_2883),,,,,,,,,,
4479,C8_S56_L004_contig_2224,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4481,C8_S56_L004_contig_2241,Unassigned,Unassigned,Unassigned,,Overlap (VC_1775/VC_1781),,,,,,,,,,
4483,C8_S56_L004_contig_2262,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4484,C8_S56_L004_contig_2267,Unassigned,Unassigned,Unassigned,,Overlap (VC_491/VC_627/VC_3358),,,,,,,,,,
4485,C8_S56_L004_contig_2276,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4486,C8_S56_L004_contig_2289,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4487,C8_S56_L004_contig_23,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4490,C8_S56_L004_contig_2325,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4492,C8_S56_L004_contig_2349,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4494,C8_S56_L004_contig_2369,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4498,C8_S56_L004_contig_2401,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4503,C8_S56_L004_contig_2459,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4507,C8_S56_L004_contig_2506,Unassigned,Unassigned,Unassigned,,Overlap (VC_252/VC_253),,,,,,,,,,
4509,C8_S56_L004_contig_2546,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4511,C8_S56_L004_contig_2560,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4515,C8_S56_L004_contig_2578,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4516,C8_S56_L004_contig_2581,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4518,C8_S56_L004_contig_2599,Unassigned,Unassigned,Unassigned,,Overlap (VC_554/VC_1267),,,,,,,,,,
